src_Religious-Organisation_1208,src_Politician_919
src_Dancer_2938,src_Train_3096
src_War_3277,src_Art-Form_3068
src_Location-Part-Relation_3361,src_Psychologist_244
src_Vehicle_632,src_Person_744
src_Field-of-Knowledge_1002,src_National-Symbol_2369
src_Trade-Association_480,src_Time-Dependent-Relation_4700
src_Country_2734,src_Role_2904
src_Piece-of-Music_1398,src_Representative-Institution_4534
src_Educational-Organisation_4641,src_Management-Organisation_605
src_Engineer_4481,src_Geographer_4783
src_International-Alliance_915,src_Monastery_4932
src_Intellectual-Movement_1152,src_Location_1297
src_Conductor_218,src_Secular-Leader_2020
src_Engineer_931,src_Composer_1254
src_Magnate_2448,src_Time_3261
src_Inventor_1677,src_Political-Symbol_2277
src_Newspaper_563,src_Water_3955
src_Pope_988,src_Other-Religious-Leader_30
src_Actor_1823,src_Discoverer_4794
src_Architect_7,src_Election_2786
src_Natural-Object_1902,src_Trade-Association_1329
src_Philanthropist_1646,src_International-Alliance_182
src_Time-Dependent-Relation_4984,src_Food_985
src_Water_2846,src_FuzzyTemporalInterval_1438
src_Scientist_2930,src_Geographer_1661
src_Role_2202,src_King_2524
src_Measurable-Trend_3859,src_TemporalInterval_1106
src_Idea_4914,src_Clothing_1624
src_War_2194,src_Politician_4166
src_Astronaut_3063,src_Sportsman_2886
src_Architect_2817,src_Category_4681
src_Geographical-Region_1908,src_Diplomat_2933
src_Landmark_4476,src_Pollution_3248
src_Measurable-Trend_318,src_Intellectual-Movement_4252
src_Relic_906,src_Technical-Scientific-Advance_3831
src_Architect_3589,src_Object_2773
src_Stereotype-Group_3914,src_Crime_4964
src_Conceptual-Object_1112,src_Clerical-Leader_3388
src_Time-Dependent_2783,src_Secular-Ideology_2153
src_Musician_3828,src_Vehicle_3942
src_Pamphlet_2164,src_Ship_4272
src_Professor_3854,src_Cathedral_2980
src_King_1176,src_Discoverer_542
src_Settlement_235,src_University_4823
src_Period-in-Office_4011,src_Religious-Symbol_4138
src_Pamphlet_1070,src_Cathedral_3235
src_Military-Person_1279,src_Pamphlet_2876
src_Artefact_3362,src_Fictional-Person_2206
src_Election_2999,src_Religious-Ideology_208
src_Book_1860,src_Composer_2919
src_Technical-Scientific-Advance_2018,src_Liturgical-Object_3371
src_International-Organisation_2770,src_Symbol_4433
src_International-Alliance_4944,src_Foreign-Minister_1906
src_Sultan_1653,src_Religious-Order_1847
src_Person-Role_2371,src_National-Symbol_4007
src_Intellectual-Construct_298,src_Time-Dependent-Relation_199
src_Time_2256,src_Party_3045
src_Idea_1876,src_King_4730
src_Piece-of-Music_4491,src_City_3649
src_Social-Group_180,src_Book_2391
src_Board_1166,src_Religious-Leader_3449
src_League_113,src_Clothing_1693
src_Settlement_1466,src_Geographical-Region_2158
src_Population-Movement_1280,src_Cultural-Organisation_3591
src_Religious-Movement_1907,src_International-Alliance_1739
src_Battle_4108,src_Pamphlet_2615
src_International-Alliance_1703,src_Trial_2157
src_FuzzyTemporalInterval_622,src_Art-Form_1878
src_National-Symbol_2239,src_Criminal_186
src_Leader_3118,src_Badge_2823
src_Village_2949,src_Publisher_4116
src_Professor_3151,src_Landmark_2001
src_Religious-Leader_2948,src_Pope_2133
src_Composer_2574,src_VicodiOI_4115
src_Illness_155,src_Minister_3003
src_Religious-Movement_467,src_Management-Organisation_1168
src_Economist_3889,src_Masonic-Lodge_2787
src_Religious-Order_4575,src_Actor_3723
src_Religious-Community_1098,src_Fictional-Event_4686
src_Scientific-Instrument_1532,src_Masonic-Lodge_1745
src_Settlement_4680,src_Engineer_744
src_Dancer_4120,src_Armament_107
src_Business-Leader_786,src_Trial_4590
src_Architect_569,src_Food_1939
src_Artistic-Movement_2320,src_Location_3133
src_Educational-Organisation_4521,src_Art-Form_4627
src_Other-Religious-Person_1724,src_University_4416
src_Cleric_1859,src_Religious-Order_1699
src_Sportsman_3298,src_Cultural-Organisation_3952
src_Ideology_468,src_Engineer_4258
src_Artist_2496,src_Relic_4499
src_Conductor_4826,src_Foreign-Minister_377
src_Sculpture_1182,src_Treaty_3839
src_Painter_1968,src_Structure_805
src_Artistic-Movement_1671,src_Ideology_4853
src_Political-Region_3767,src_Diplomat_1276
src_Prince_4734,src_Cleric_1056
src_Person_3134,src_Functionary_3228
src_Journal_4961,src_Country_3341
src_Sculpture_435,src_Other-Religious-Leader_1600
src_Food_4929,src_Flavour_363
src_Sculpture_3279,src_Writing_2901
src_Non-Military-Conflict_1759,src_Astronaut_986
src_Economic-Process_3070,src_Time-Dependent_3686
src_Secular-Leader_3288,src_Badge_1389
src_Sultan_1260,src_Person_381
src_Governmental-Organisation_1218,src_Artist_4417
src_Pamphlet_976,src_Diplomat_396
src_Life-Event_2924,src_Political-Symbol_2974
src_Religious-Order_3564,src_Object_3053
src_Pastime_2169,src_Art-Form_802
src_Discoverer_2354,src_Monastery_503
src_Board_4789,src_Criminal_3403
src_Ideology_4184,src_University_2538
src_Pope_4006,src_Piece-of-Music_1811
src_Conceptual-Object_2941,src_Church_2695
src_Journalist_603,src_Natural-Object_2259
src_Landmark_1833,src_Minister_3210
src_Religious-Order_4384,src_Head-of-Government_2443
src_Monastery_2008,src_Management-Organisation_3674
src_Village_2432,src_Structure_3349
src_Flavour_3831,src_Military-Unit_645
src_Head-of-State_1065,src_Armament_3343
src_Other-Religious-Person_2397,src_Relic_542
src_Stereotype-Group_2491,src_Environment_1239
src_King_1883,src_Geographer_2737
src_Sculptor_4224,src_Inventor_3879
src_Natural-Object_404,src_Geographer_3427
src_Cultural-Organisation_389,src_Political-Region_1344
src_Inventor_1301,src_Role_3084
src_Election_951,src_Social-Stratum_736
src_Queen_1981,src_Vehicle_622
src_University_3335,src_League_86
src_Psychologist_590,src_Sculptor_2805
src_Educational-Organisation_3326,src_Natural-Object_3426
src_Theologian_1546,src_Philanthropist_110
src_Legislation_1857,src_Psychologist_2024
src_Trades-Union_3678,src_International-Organisation_4242
src_Country_2805,src_League_3163
src_Time-Dependent_4249,src_League_3857
src_Conceptual-Object_4339,src_Military-Person_1219
src_Battle_2333,src_Other-Religious-Person_1025
src_Disease_4413,src_Church-Reformer_3321
src_Food_1189,src_Commodity_3959
src_Legislation_3927,src_Ideology_2176
src_Building_4765,src_Leader_4779
src_Dramaturge_822,src_War_299
src_Structure_2245,src_Sultan_4109
src_Economist_908,src_Clothing_3235
src_Trade-Association_430,src_Natural-Object_979
src_Jurist_3537,src_Economic-Enterprise_3464
src_Location_3538,src_Queen_1227
src_Liturgical-Object_1491,src_Religious-Organisation_1077
src_Dynasty_2671,src_Economist_1755
src_Intellectual-Construct_662,src_Engineer_3758
src_Religious-Organisation_612,src_Entertainer_2125
src_Trial_2092,src_Dynasty_1154
src_Foreign-Minister_635,src_Painting_2927
src_Natural-Object_3535,src_Legislation_2947
src_Art-Form_3581,src_Psychologist_2828
src_Pope_2153,src_Vehicle_3338
src_Religious-Practice_912,src_Trades-Union_446
src_Philosopher_1226,src_Fictional-Event_3973
src_Individual_3260,src_Geographical-Feature_4814
src_Pamphlet_609,src_Scientist_4683
src_Village_3825,src_Country_3063
src_Business-Leader_4857,src_Commodity_4453
src_War_4722,src_Illness_1928
src_Psychologist_862,src_Engineer_1628
src_Non-Military-Conflict_3788,src_Abstract-Notion_2784
src_Party_4181,src_Governmental-Organisation_1823
src_Church-Reformer_2231,src_Illness_3418
src_Uprising_3895,src_Person-Role_4027
src_King_3987,src_War_3960
src_Artistic-Movement_3029,src_Foreign-Minister_907
src_Badge_164,src_Composer_3226
src_Philanthropist_1621,src_Dynasty_2439
src_Inventor_3671,src_Pamphlet_3022
src_Commodity_4267,src_Fictional-Person_3806
src_Trades-Unionist_1650,src_Minister_1606
src_Saint_3280,src_Musician_598
src_Sultan_927,src_Legislation_311
src_Meeting_1719,src_Representative-Institution_1880
src_Party_3112,src_Artist_2126
src_Building_2570,src_Geographical-Region_375
src_Landmark_2284,src_Water_3131
src_Scientific-Instrument_185,src_Philanthropist_4791
src_Vehicle_2872,src_Religious-Leader_2999
src_Artefact_1786,src_Stereotype-Group_4863
src_Economic-Organisation_3559,src_Fictional-Event_983
src_VicodiOI_2841,src_Social-Group_4953
src_International-Alliance_1386,src_Location_1832
src_Individual_1666,src_Illness_895
src_Astronaut_1600,src_Scientific-Instrument_19
src_Train_721,src_Religious-Leader_1085
src_Village_1599,src_Creator_2944
src_Time-Dependent_441,src_War_2619
src_Philanthropist_1696,src_Religious-Organisation_308
src_Professor_3225,src_Pope_4130
src_City_3430,src_Leader_45
src_Stereotype-Group_3559,src_Country_3340
src_Entertainer_895,src_Prince_1538
src_City_1057,src_Life-Event_1069
src_League_4305,src_Queen_3101
src_Flavour_231,src_Emperor_2582
src_Actor_1534,src_VicodiOI_4866
src_Crime_1954,src_Monastery_4966
src_Legislation_2384,src_Criminal_751
src_International-Organisation_2488,src_Intra-State-Group_2129
src_Disaster_4493,src_Time-Dependent_2956
src_Author_3365,src_Flavour_4803
src_Landmark_3931,src_Period_3386
src_Newspaper_4626,src_Time-Dependent_1051
src_Event_572,src_Inventor_4093
src_Criminal_3737,src_Functionary_4994
src_Population-Movement_2083,src_Uprising_4676
src_Election_6,src_Artist_819
src_Food_1893,src_Scientific-Instrument_4109
src_Saint_1231,src_Entertainer_1195
src_Foreign-Minister_833,src_Dynasty_3483
src_Minister_2853,src_Head-of-State_4119
src_Board_832,src_Treaty_4906
src_Politician_4432,src_Religious-Symbol_3154
src_Water_4236,src_Religious-Movement_1303
src_Election_2791,src_International-Alliance_2982
src_Country_4532,src_Theologian_946
src_Disaster_2029,src_Political-Region_2792
src_Water_4750,src_International-Organisation_1437
src_Astronaut_4692,src_Social-Stratum_2614
src_Military-Person_1780,src_Animal_683
src_Commodity_3422,src_Pope_3042
src_Fictional-Event_4415,src_Field-of-Knowledge_4020
src_Entertainer_3526,src_Inventor_1069
src_Life-Event_1814,src_Population-Movement_3821
src_Geographical-Region_4050,src_Governmental-Organisation_3542
src_Political-Symbol_688,src_Trades-Unionist_3850
src_Location-Part-Relation_4548,src_Sportsman_3515
src_Head-of-Government_3573,src_University_1030
src_Vehicle_428,src_Artist_1645
src_Cultural-Agreement_448,src_Sportsman_4135
src_Disease_4151,src_Dynasty_3734
src_Artist_1887,src_Fictional-Person_1004
src_Journal_2403,src_Work-of-Art_2419
src_Illness_4049,src_Painting_2888
src_Time_3919,src_Minister_2755
src_Individual_4470,src_Meeting_78
src_Water_2423,src_Vehicle_2303
src_Location_3402,src_Person_3012
src_Painting_2478,src_Physician_1258
src_Architect_339,src_Environment_3522
src_Sportsman_1970,src_Engineer_9
src_Dancer_2798,src_Pamphlet_3938
src_Church_452,src_Individual_562
src_Religious-Symbol_1269,src_Military-Unit_31
src_Ideology_804,src_Stereotype-Group_4510
src_Composer_3675,src_Actor_2136
src_Political-Region_4128,src_Management-Organisation_4448
src_Category_2285,src_Disaster_2515
src_Environment_4261,src_League_1789
src_Intra-State-Group_1170,src_University_484
src_Discoverer_2140,src_Magnate_2931
src_Geographer_3908,src_Cultural-Agreement_4605
src_Location_2830,src_Election_2524
src_Professor_485,src_Governmental-Organisation_4533
src_Uprising_4056,src_King_1090
src_Intellectual-Construct_1434,src_Artistic-Style_1860
src_International-Organisation_1600,src_Creator_4490
src_Politician_4059,src_Artist_4642
src_Intellectual-Construct_413,src_Creator_4955
src_Painting_2280,src_Population-Movement_3245
src_Economic-Symbol_1858,src_Religious-Ideology_293
src_Military-Unit_2549,src_Art-Form_2777
src_Public-Oration_4754,src_Pope_4117
src_Functionary_1726,src_Trades-Unionist_1255
src_Election_3445,src_Piece-of-Music_1317
src_Painter_1595,src_Ship_1793
src_Village_4722,src_Emperor_3797
src_Economic-Organisation_4381,src_Other-Religious-Leader_1993
src_Economic-Symbol_3314,src_Vehicle_3023
src_Secular-Leader_142,src_Head-of-Government_3215
src_Fictional-Event_4171,src_Artistic-Movement_4636
src_Person_4469,src_Military-Unit_4458
src_Criminal_2890,src_Treaty_794
src_Publisher_4815,src_Train_2635
src_Functionary_2895,src_Measurable-Trend_4471
src_Other-Religious-Person_1662,src_Physician_551
src_Relic_4876,src_Professor_3156
src_Philosopher_3062,src_Field-of-Knowledge_4203
src_Fictional-Person_4230,src_Legislation_3420
src_Business-Leader_2642,src_Sportsman_2032
src_Secular-Movement_562,src_Secular-Leader_3516
src_Settlement_171,src_Pollution_2046
src_Philosopher_169,src_Economic-Process_258
src_Entertainer_4913,src_Functionary_3410
src_International-Alliance_2388,src_Professor_3008
src_Time-Dependent-Relation_791,src_Flavour_2329
src_Philanthropist_551,src_Illness_4969
src_Political-Organisation_2586,src_Diplomat_4780
src_Public-Oration_3833,src_Ideology_2944
src_Emperor_4714,src_Work-of-Art_4133
src_Meeting_1274,src_Cultural-Agreement_4997
src_Village_4504,src_Environment_3398
src_Trades-Unionist_1332,src_Ecclesiarch_3169
src_Role_4918,src_Military-Unit_1694
src_Time_1827,src_Military-Person_158
src_Queen_1377,src_Ethnic-Group_349
src_Economic-Enterprise_2492,src_Geographical-Region_4634
src_Natural-Object_130,src_Dynasty_1132
src_Person_1337,src_Philanthropist_4186
src_Structure_1704,src_FuzzyTemporalInterval_247
src_Secular-Ideology_1754,src_Religious-Ideology_377
src_Environment_2943,src_Pastime_3068
src_Ritual_804,src_Other-Religious-Person_2280
src_Symbol_1179,src_Painting_2668
src_Prince_2830,src_League_2213
src_Church-Reformer_2309,src_Liturgical-Object_4167
src_Settlement_4159,src_Painter_4182
src_Person-Role_2061,src_Physician_1161
src_Sportsman_1561,src_Scientist_4692
src_Business-Leader_2853,src_Leader_4225
src_Party_465,src_Creator_3427
src_Political-Organisation_228,src_Journalist_3758
src_Cleric_619,src_Politician_3558
src_Individual_848,src_Life-Event_962
src_Monastery_3098,src_Publisher_3996
src_Ethnic-Group_2962,src_Prince_3577
src_Geographical-Region_445,src_Governmental-Organisation_2496
src_Board_1925,src_Trades-Union_144
src_Professor_4507,src_Object_3042
src_Other-Religious-Person_4847,src_Technical-Scientific-Advance_2432
src_Dynasty_4672,src_Artist_4656
src_Foreign-Minister_3143,src_Ship_4882
src_Publisher_4325,src_Pope_4642
src_Clerical-Leader_1100,src_Sculpture_2345
src_Fictional-Event_835,src_Psychologist_2551
src_Illness_4404,src_Time-Dependent_4517
src_Political-Symbol_4791,src_Creator_4930
src_Artist_3097,src_Food_1700
src_Dynasty_3752,src_Disease_153
src_Religious-Movement_573,src_Environment_1993
src_Time-Dependent-Relation_4436,src_Artist_2433
src_Artefact_4519,src_Board_2631
src_Cleric_4054,src_Pamphlet_4125
src_Structure_4755,src_Queen_60
src_Religious-Ideology_1330,src_Pamphlet_1839
src_Discoverer_398,src_Religious-Leader_2272
src_Cathedral_2031,src_Animal_915
src_Prince_2119,src_Secular-Ideology_4741
src_Religious-Practice_4099,src_Location-Part-Relation_3080
src_Structure_2271,src_Treaty_3174
src_Train_1218,src_Measurable-Trend_4119
src_Artefact_3049,src_Theologian_1066
src_Journal_4231,src_Entertainer_2684
src_Food_3954,src_Art-Form_2735
src_Time-Dependent-Relation_2233,src_Economic-Organisation_2466
src_Dramaturge_473,src_Economist_4713
src_Jurist_639,src_Prince_1081
src_Ship_1896,src_Pollution_4322
src_Person_1636,src_Location-Part-Relation_3137
src_Location-Part-Relation_3201,src_Magnate_1241
src_Cultural-Agreement_899,src_Journalist_4110
src_Psychologist_225,src_Relic_141
src_Organisation_4211,src_Dynasty_979
src_Period_1119,src_Church-Reformer_3241
src_Military-Person_4771,src_Secular-Movement_3025
src_Battle_2621,src_Sportsman_2912
src_Ritual_3111,src_Actor_2735
src_Train_3214,src_Intellectual-Movement_2311
src_Structure_1537,src_Election_1040
src_Intellectual-Construct_4718,src_Religious-Practice_2151
src_Landmark_1744,src_Ritual_946
src_Cleric_1485,src_Trades-Union_4337
src_Professor_4516,src_Vehicle_2675
src_Church-Reformer_4627,src_Architect_4490
src_Event_823,src_Uprising_2148
src_Secular-Movement_3421,src_Composer_607
src_Governmental-Organisation_2205,src_Functionary_4808
src_University_4830,src_Business-Leader_927
src_Clothing_460,src_Intra-State-Group_3115
src_Artistic-Style_894,src_Composer_998
src_Language_3260,src_Intra-State-Group_2124
src_Crime_4438,src_Illness_630
src_Non-Military-Conflict_2576,src_Artefact_4309
src_Journal_1178,src_Fictional-Person_4549
src_Uprising_4419,src_Intellectual-Construct_680
src_Military-Person_4597,src_Landmark_2779
src_Astronaut_179,src_Technical-Scientific-Advance_3289
src_Individual_1535,src_Philanthropist_474
src_Magnate_3113,src_Ethnic-Group_4328
src_Artistic-Style_4618,src_Religious-Symbol_1414
src_Secular-Leader_4791,src_Ritual_525
src_Illness_448,src_Fictional-Person_3637
src_Artefact_1232,src_Crime_1612
src_Idea_3439,src_Treaty_1310
src_Professor_1362,src_Technical-Scientific-Advance_3153
src_Astronaut_3748,src_Person-Role_4931
src_Sultan_2942,src_Writing_354
src_Newspaper_3,src_Physician_4648
src_Entertainer_4174,src_Cleric_1210
src_Field-of-Knowledge_4604,src_Minister_2923
src_Economist_926,src_Legislation_1401
src_Religious-Symbol_1687,src_Religious-Symbol_372
src_Leader_3276,src_Vehicle_1958
src_Geographer_4217,src_Language_3644
src_Food_760,src_Badge_2071
src_Environment_3236,src_Dynasty_3071
src_Conductor_1364,src_Time-Dependent-Relation_4733
src_Trade-Association_467,src_Badge_3588
src_Representative-Institution_4900,src_Artistic-Movement_1763
src_Artistic-Movement_642,src_Social-Stratum_2417
src_Leader_2213,src_Philosopher_2534
src_Politician_4426,src_Professor_1121
src_Composer_2146,src_Organisation_491
src_Measurable-Trend_490,src_Politician_591
src_Trade-Association_4298,src_Sculptor_701
src_Scandal_4335,src_Technical-Scientific-Advance_1162
src_Ideology_2083,src_Scandal_4350
src_Political-Region_3596,src_Liturgical-Object_297
src_Environment_2370,src_Cultural-Agreement_1266
src_National-Symbol_130,src_Church_3118
src_Period_3960,src_Architect_2258
src_King_137,src_Relic_581
src_Ritual_1398,src_Composer_2572
src_Religious-Ideology_2652,src_Head-of-Government_803
