src_Non-Military-Conflict_2618,src_Measurable-Trend_215
src_Church_4364,src_Trade-Association_1177
src_Event_3373,src_Geographical-Region_203
src_Philosopher_2866,src_Masonic-Lodge_4704
src_Life-Event_359,src_Village_2419
src_Philanthropist_3571,src_Geographical-Feature_4574
src_Economic-Process_4411,src_Trades-Unionist_4168
src_Secular-Leader_4905,src_Social-Stratum_4617
src_Engineer_3610,src_Trades-Union_1221
src_Event_3230,src_Masonic-Lodge_2851
src_Pastime_2464,src_Saint_3416
src_Sultan_4980,src_Business-Leader_4797
src_Artist_4624,src_Intellectual-Construct_2346
src_Object_2251,src_Functionary_3725
src_Discoverer_2867,src_City_2835
src_Individual_1835,src_Sultan_50
src_Piece-of-Music_3025,src_Scientist_1128
src_Newspaper_3805,src_Church-Reformer_4220
src_Creator_2109,src_Entertainer_2543
src_Painter_29,src_Foreign-Minister_2278
src_Religious-Community_4956,src_Art-Form_3159
src_Relic_4226,src_Location_142
src_Illness_1350,src_Disease_2331
src_Emperor_4220,src_Economic-Process_3633
src_Secular-Leader_4163,src_Dancer_45
src_Ethnic-Group_221,src_Artistic-Movement_1889
src_Natural-Object_3999,src_Intellectual-Construct_3708
src_Disease_3624,src_Representative-Institution_4008
src_Geographical-Feature_3487,src_Church-Reformer_1216
src_Public-Oration_2949,src_Trades-Union_4476
src_Structure_2449,src_Population-Movement_3323
src_Sculptor_3682,src_Landmark_3563
src_Piece-of-Music_1927,src_Queen_4583
src_Time_2162,src_Painter_1518
src_Fictional-Event_4732,src_Role_932
src_Work-of-Art_2874,src_Engineer_3407
src_Military-Person_3772,src_Religious-Order_2584
src_Period_4462,src_Object_4796
src_Painting_4376,src_Physician_767
src_Landmark_3528,src_Governmental-Organisation_892
src_Scandal_544,src_Uprising_1362
src_Business-Leader_3361,src_Intellectual-Movement_2998
src_Minister_3750,src_Water_2641
src_Church-Reformer_4102,src_Secular-Ideology_1607
src_Time-Dependent-Relation_1905,src_Artistic-Style_1307
src_Technical-Scientific-Advance_3811,src_Queen_362
src_Scientist_591,src_Management-Organisation_4691
src_Person-Role_4819,src_Pollution_4207
src_Art-Form_1385,src_Management-Organisation_3250
src_Sportsman_4893,src_Scientific-Instrument_926
src_Population-Movement_1050,src_Time-Dependent_3473
src_Actor_824,src_Work-of-Art_2123
src_Engineer_2968,src_Inventor_4830
src_Stereotype-Group_1496,src_Writing_1609
src_Trial_2801,src_Conceptual-Object_291
src_Badge_765,src_Commodity_1985
src_Train_2855,src_Field-of-Knowledge_3548
src_Actor_2675,src_Economic-Process_2730
src_Election_2284,src_Military-Person_2775
src_Building_564,src_Field-of-Knowledge_1279
src_Physician_2518,src_Pollution_3811
src_Publisher_2999,src_Cultural-Organisation_2222
src_Location-Part-Relation_1459,src_Emperor_235
src_Pope_2236,src_Individual_661
src_Economic-Enterprise_934,src_Event_3178
src_Measurable-Trend_4758,src_Settlement_613
src_Governmental-Organisation_4160,src_Queen_4751
src_Ecclesiarch_447,src_Secular-Movement_2561
src_Jurist_4351,src_Business-Leader_2216
src_Professor_2958,src_Movement_653
src_Dramaturge_3689,src_Religious-Movement_3168
src_Event_4964,src_Time-Dependent-Relation_784
src_Illness_2609,src_Engineer_1490
src_Structure_2954,src_Landmark_1692
src_Vehicle_889,src_Musician_3957
src_VicodiOI_4460,src_Disaster_3603
src_FuzzyTemporalInterval_4646,src_Badge_976
src_League_3216,src_Geographical-Feature_2377
src_Ship_1951,src_Trial_236
src_Battle_1247,src_Relic_4294
src_Film-Maker_3206,src_Military-Person_4527
src_Battle_483,src_International-Alliance_4243
src_Public-Oration_396,src_Disaster_2845
src_Non-Military-Conflict_1255,src_Person-Role_3465
src_Creator_3752,src_Other-Religious-Leader_4631
src_Political-Region_4706,src_Role_4711
src_Scandal_953,src_Writing_117
src_Cultural-Organisation_3491,src_Liturgical-Object_4067
src_War_2951,src_Masonic-Lodge_3261
src_Engineer_2597,src_Creator_4309
src_Secular-Movement_1165,src_Political-Region_2491
src_Conductor_1732,src_Intellectual-Movement_2009
src_Country_2177,src_Food_4657
src_Economic-Process_3622,src_Saint_4787
src_Representative-Institution_4890,src_Armament_302
src_Film-Maker_883,src_Relic_2290
src_Military-Unit_2849,src_Person-Role_4296
src_Sculptor_1469,src_Water_4903
src_Religious-Ideology_4792,src_Queen_4836
src_War_4176,src_Economic-Process_85
src_Monastery_4909,src_Language_1306
src_University_2778,src_Minister_1312
src_Event_3471,src_Idea_2699
src_Period_3724,src_Train_1512
src_Population-Movement_2087,src_Church-Reformer_1884
src_Minister_1350,src_Relic_2733
src_Settlement_4993,src_Trade-Association_3107
src_Animal_4454,src_Military-Person_1833
src_Battle_1552,src_TemporalInterval_3486
src_Political-Organisation_4545,src_Flavour_843
src_Meeting_3548,src_League_2385
src_Prince_2376,src_Newspaper_3168
src_Location_3935,src_International-Organisation_1598
src_Time-Dependent_1517,src_Liturgical-Object_1706
src_Time_147,src_Foreign-Minister_1996
src_Pastime_1066,src_War_499
src_Economic-Enterprise_2365,src_Newspaper_266
src_Trial_328,src_Conceptual-Object_1616
src_International-Organisation_1957,src_Functionary_2962
src_Liturgical-Object_3333,src_Landmark_4319
src_Artistic-Movement_4395,src_Animal_2481
src_Other-Religious-Leader_3668,src_Other-Religious-Leader_4371
src_Settlement_2707,src_VicodiOI_1835
src_Language_4849,src_Writing_4053
src_Publisher_1065,src_Sultan_4601
src_Head-of-Government_274,src_Location-Part-Relation_4058
src_Trade-Association_725,src_Category_3596
src_Astronaut_3142,src_Object_1329
src_Discoverer_1648,src_Philanthropist_3560
src_Other-Religious-Person_3465,src_Trades-Union_3243
src_Time-Dependent-Relation_3901,src_Scientific-Instrument_356
src_Crime_3118,src_Location-Part-Relation_4339
src_Settlement_824,src_Period_2742
src_Object_867,src_Fictional-Event_2510
src_Language_4842,src_Abstract-Notion_3186
src_Building_1616,src_International-Alliance_3514
src_Building_1082,src_Business-Leader_1265
src_Ship_2871,src_Secular-Movement_3440
src_Painting_837,src_Religious-Leader_211
src_Building_4693,src_Trade-Association_3859
src_Work-of-Art_1086,src_Business-Leader_4927
src_Author_55,src_Journal_4975
src_Relic_4686,src_Actor_4455
src_Location-Part-Relation_4382,src_Newspaper_4805
src_Piece-of-Music_573,src_Economic-Enterprise_1071
src_Jurist_691,src_Religious-Ideology_1420
src_Symbol_1198,src_Governmental-Organisation_1781
src_Work-of-Art_3547,src_Professor_2295
src_FuzzyTemporalInterval_2175,src_Idea_4040
src_Liturgical-Object_667,src_Trade-Association_27
src_Measurable-Trend_78,src_Flavour_58
src_Book_4716,src_Abbey_4847
src_Diplomat_1356,src_Journal_55
src_Country_2152,src_Settlement_4499
src_Queen_1157,src_Trial_4980
src_Person_4274,src_Theologian_3923
src_Economic-Symbol_182,src_Pollution_147
src_Discoverer_4602,src_Ritual_4036
src_Creator_1821,src_Religious-Ideology_1828
src_Movement_1886,src_Jurist_1219
src_Landmark_1852,src_Creator_563
src_War_2626,src_Movement_3082
src_Legislation_4526,src_Secular-Movement_414
src_Trial_3360,src_Ritual_4356
src_Pamphlet_3424,src_Sportsman_3421
src_Military-Unit_2072,src_Food_3670
src_City_145,src_Saint_3002
src_League_4721,src_Business-Leader_1630
src_Art-Form_2617,src_Environment_1553
src_Geographical-Region_3381,src_Head-of-Government_1237
src_Diplomat_253,src_League_470
src_Prince_505,src_Secular-Ideology_1686
src_Settlement_4457,src_Secular-Movement_1043
src_Sultan_2561,src_Animal_2366
src_Illness_3060,src_Trades-Union_3993
src_Creator_872,src_Settlement_476
src_Journal_4655,src_Magnate_1579
src_Technical-Scientific-Advance_1726,src_Period_3512
src_Piece-of-Music_4142,src_Dynasty_2872
src_Illness_4391,src_Meeting_3445
src_Governmental-Organisation_140,src_Intellectual-Movement_4912
src_Person-Role_4482,src_Scientist_3952
src_Badge_3379,src_Military-Person_4772
src_National-Symbol_3063,src_Building_2000
src_Object_3858,src_Church_4327
src_Meeting_4408,src_Object_1294
src_Trade-Association_2692,src_Geographical-Discovery_121
src_Educational-Organisation_2168,src_Scientist_2964
src_Religious-Leader_2263,src_Abbey_104
src_Trades-Union_1958,src_Church-Reformer_1064
src_Fictional-Person_649,src_Animal_4462
src_Conceptual-Object_3203,src_Politician_4839
src_Economist_2861,src_Language_2680
src_Dynasty_3111,src_Food_3396
src_Work-of-Art_4812,src_Journalist_4219
src_Scientific-Instrument_1479,src_Trades-Unionist_480
src_Location_2972,src_Church_3599
src_Vehicle_2194,src_Head-of-Government_4897
src_Religious-Practice_1748,src_Other-Religious-Person_1597
src_Battle_1846,src_League_3037
src_Building_3621,src_Vehicle_4922
src_Scientific-Instrument_3743,src_Emperor_2941
src_Journalist_2818,src_Landmark_1628
src_VicodiOI_801,src_Economist_4301
src_Building_4008,src_Abbey_4289
src_Secular-Movement_784,src_Religious-Leader_4216
src_Election_446,src_Scandal_4821
src_Settlement_1750,src_Badge_741
src_Monastery_646,src_Sultan_3538
src_Other-Religious-Leader_2821,src_Battle_494
src_Painter_4546,src_Creator_2279
src_Discoverer_4624,src_Military-Person_3886
src_Geographical-Feature_3855,src_Economist_4611
src_TemporalInterval_4502,src_Train_2048
src_Religious-Ideology_764,src_Psychologist_3312
src_Publisher_3663,src_Party_1204
src_Disaster_227,src_Secular-Leader_3306
src_Time-Dependent_2516,src_Religious-Order_659
src_Sculptor_3399,src_Religious-Community_4759
src_Stereotype-Group_3706,src_Other-Religious-Person_696
src_Landmark_3284,src_Religious-Order_751
src_Religious-Practice_2967,src_Cultural-Agreement_1358
src_Movement_1874,src_Religious-Movement_4419
src_Musician_1203,src_Time-Dependent-Relation_4742
src_Organisation_1402,src_Abstract-Notion_3072
src_Conductor_3872,src_Fictional-Event_3976
src_Ideology_3158,src_Social-Group_1787
src_Journal_1106,src_Artefact_2838
src_Film-Maker_2061,src_Building_3947
src_Animal_2664,src_Non-Military-Conflict_3150
src_Religious-Order_28,src_Newspaper_731
src_Person-Role_2448,src_Military-Person_1534
src_Leader_1965,src_Political-Region_2215
src_Artistic-Style_446,src_Economic-Enterprise_3232
src_King_1539,src_Dancer_620
src_Building_1533,src_Painting_4245
src_Journal_260,src_Piece-of-Music_2242
src_Cathedral_379,src_Architect_972
src_Physician_2037,src_Foreign-Minister_43
src_Economic-Enterprise_4785,src_Masonic-Lodge_1217
src_Geographical-Discovery_681,src_Flavour_259
src_Pamphlet_2281,src_Governmental-Organisation_1016
src_VicodiOI_3642,src_Geographical-Feature_935
src_Pastime_406,src_Symbol_4537
src_Military-Unit_3582,src_Monastery_1984
src_Vehicle_3583,src_King_4739
src_Battle_4019,src_Measurable-Trend_839
src_City_2827,src_Painter_3947
src_Political-Symbol_82,src_Ship_1720
src_Cultural-Organisation_2325,src_Architect_739
src_Economic-Process_3615,src_Object_3585
src_Conceptual-Object_945,src_Period-in-Office_1934
src_Theologian_982,src_Period-in-Office_1545
src_Social-Group_2389,src_Secular-Leader_4351
src_Ideology_1152,src_Economic-Process_3779
src_Cultural-Organisation_3649,src_Sculptor_1087
src_Religious-Leader_459,src_Election_3146
src_Natural-Object_2110,src_Religious-Community_1606
src_Sultan_2149,src_Military-Person_996
src_League_3146,src_Geographical-Feature_3335
src_International-Alliance_1298,src_Structure_721
src_Scientific-Instrument_4946,src_Structure_2886
src_Food_1760,src_Field-of-Knowledge_51
src_Scientist_2791,src_Sculpture_4666
src_Stereotype-Group_3506,src_Ship_1342
src_Illness_1761,src_Political-Symbol_293
src_Water_4897,src_Dancer_3742
src_Religious-Organisation_374,src_Inventor_2856
src_Fictional-Event_4892,src_Conceptual-Object_61
src_Church_3339,src_Landmark_3098
src_Party_2537,src_Trades-Union_2212
src_Church_417,src_City_4976
src_War_3497,src_Pastime_1894
src_Non-Military-Conflict_2913,src_Party_1979
src_War_2127,src_Astronaut_4282
src_Natural-Object_1896,src_Sculptor_1183
src_Religious-Ideology_2945,src_Person_464
src_Time_331,src_Conductor_1616
src_Painter_2141,src_Geographical-Discovery_4872
src_Ecclesiarch_812,src_Intellectual-Construct_308
src_Entertainer_13,src_Magnate_2664
src_Religious-Order_3130,src_Public-Oration_1741
src_Politician_371,src_Scientific-Instrument_2412
src_Treaty_3980,src_Economic-Enterprise_3782
src_Newspaper_5,src_Animal_4470
src_Artefact_279,src_Country_3459
src_Role_817,src_Pollution_3005
src_Animal_1754,src_Clothing_4171
src_Non-Military-Conflict_1721,src_Prince_559
src_Sultan_1601,src_Period-in-Office_295
src_Military-Organisation_592,src_Educational-Organisation_2353
src_Technical-Scientific-Advance_1935,src_Board_882
src_Religious-Community_1347,src_Inventor_4707
src_Ideology_2514,src_Journal_2232
src_Physician_4457,src_Head-of-Government_4686
src_Masonic-Lodge_3458,src_Minister_1121
src_International-Organisation_4123,src_Technical-Scientific-Advance_3399
src_Conceptual-Object_3905,src_Functionary_4692
src_Pamphlet_3884,src_Social-Stratum_1003
src_Geographer_1115,src_Politician_4550
src_TemporalInterval_3193,src_Book_2139
src_Category_2263,src_Role_1179
src_Field-of-Knowledge_2793,src_Book_2679
src_Period-in-Office_1029,src_Journal_1961
src_Religious-Practice_4173,src_Dancer_3308
src_Time-Dependent_3062,src_Geographical-Feature_2833
src_Astronaut_2737,src_Educational-Organisation_4856
src_Philosopher_1175,src_Role_1055
src_Geographical-Region_969,src_University_122
src_Representative-Institution_2157,src_Natural-Object_855
src_Village_1092,src_Religious-Community_4644
src_Prince_2977,src_Work-of-Art_1896
src_Scientific-Instrument_4684,src_Emperor_3179
src_Queen_3428,src_Economic-Process_2930
src_Category_1732,src_Battle_2003
src_Cultural-Organisation_3868,src_Population-Movement_4513
src_Flavour_4896,src_Military-Person_4204
src_Political-Region_3557,src_Religious-Organisation_4425
src_Time-Dependent-Relation_1520,src_Political-Region_3130
src_Population-Movement_409,src_Minister_65
src_War_2212,src_Journalist_4382
src_International-Organisation_1152,src_Person_562
src_Military-Unit_3264,src_Book_96
src_Fictional-Person_1808,src_Business-Leader_2575
src_Religious-Community_2265,src_Vehicle_2734
src_Queen_245,src_Book_4573
src_Population-Movement_3407,src_Language_3115
src_Social-Group_1329,src_Non-Military-Conflict_3794
src_Architect_2705,src_Actor_2963
src_Period-in-Office_1661,src_Architect_2318
src_Politician_2691,src_Period-in-Office_1827
src_Animal_2941,src_Time_702
src_Illness_1634,src_Commodity_915
src_Geographer_2872,src_Art-Form_4926
src_Composer_893,src_Village_4061
src_Settlement_4405,src_Engineer_1388
src_VicodiOI_1582,src_International-Organisation_1133
src_Abstract-Notion_1951,src_Animal_3506
src_Country_4991,src_Work-of-Art_2456
src_Measurable-Trend_2050,src_Abbey_1714
src_Musician_4117,src_Abstract-Notion_4727
src_Dynasty_4947,src_Business-Leader_1209
src_Election_1776,src_Commodity_3563
src_Representative-Institution_2,src_Cultural-Agreement_4374
src_Time-Dependent_2112,src_Relic_1840
src_Technical-Scientific-Advance_3835,src_Inventor_2449
src_Person_4777,src_Social-Stratum_2819
src_Discoverer_2432,src_Foreign-Minister_3798
src_Technical-Scientific-Advance_3487,src_Political-Symbol_2478
src_Time-Dependent-Relation_1224,src_Queen_554
src_Vehicle_3314,src_Individual_4033
src_Pastime_2035,src_Scandal_442
src_Emperor_1739,src_Conceptual-Object_4456
src_Public-Oration_3468,src_Other-Religious-Person_1024
src_Monastery_1597,src_Religious-Leader_2497
src_Election_4613,src_Settlement_4335
src_Architect_4596,src_Intra-State-Group_2036
src_Diplomat_1813,src_Building_4188
src_Conductor_3712,src_Measurable-Trend_2467
src_Settlement_1277,src_Criminal_2189
src_Population-Movement_3595,src_Work-of-Art_961
src_Entertainer_2782,src_FuzzyTemporalInterval_3259
src_Religious-Order_4398,src_International-Organisation_2925
src_Trade-Association_236,src_King_825
src_Inventor_728,src_National-Symbol_2581
src_Jurist_1517,src_Idea_4636
src_Period-in-Office_3798,src_Political-Region_533
src_Prince_299,src_Business-Leader_2514
src_Animal_3259,src_Military-Unit_4064
src_Sultan_2069,src_Cultural-Organisation_2877
src_Author_2642,src_Foreign-Minister_3499
src_Creator_1625,src_Geographer_2631
src_Artist_630,src_Conceptual-Object_2446
src_Saint_173,src_Measurable-Trend_2238
src_Minister_2080,src_Water_1268
src_City_3104,src_Journalist_1751
src_Head-of-Government_3409,src_Idea_1223
src_Inventor_2302,src_Ritual_2963
src_Publisher_347,src_Art-Form_327
src_Geographical-Region_1537,src_Idea_1590
src_Person-Role_1235,src_Political-Region_122
src_Other-Religious-Leader_2816,src_War_2533
src_Animal_2706,src_Battle_3386
src_Clerical-Leader_4107,src_Church_4565
src_Emperor_3175,src_Economic-Symbol_2092
src_Event_364,src_Uprising_3217
src_Saint_1661,src_Newspaper_3381
src_Time_3575,src_Intellectual-Construct_3434
src_Individual_4651,src_University_2301
src_Jurist_2322,src_Psychologist_4726
src_Cathedral_2335,src_Religious-Order_4629
src_Field-of-Knowledge_2197,src_Relic_891
src_League_3225,src_Social-Stratum_1322
src_Criminal_2667,src_Magnate_4738
src_Journalist_718,src_Church_889
src_Monastery_503,src_Physician_4558
src_Actor_1250,src_Religious-Ideology_491
src_Military-Organisation_1751,src_TemporalInterval_1956
src_Cultural-Agreement_2084,src_Psychologist_3000
src_Intellectual-Construct_4292,src_Treaty_275
src_Other-Religious-Leader_1909,src_Book_2085
src_Battle_863,src_International-Organisation_3475
src_Conceptual-Object_4897,src_Religious-Practice_2128
src_Abbey_1461,src_Masonic-Lodge_3127
src_Public-Oration_267,src_Pollution_2368
src_Entertainer_4164,src_International-Alliance_3189
src_Military-Organisation_269,src_Ecclesiarch_3391
src_Sultan_2491,src_Work-of-Art_258
src_Artefact_4821,src_Political-Organisation_4961
src_FuzzyTemporalInterval_2573,src_Artistic-Movement_4184
src_Person_3729,src_Military-Unit_2860
src_Artefact_1542,src_Religious-Practice_113
src_International-Alliance_3260,src_Abbey_4536
src_Religious-Community_2676,src_Illness_1778
src_Time_2925,src_Geographer_1414
src_Population-Movement_711,src_Meeting_4115
